date,flow,R-LSTM
2016-11-30,372.3333333333333,459.608
2016-12-31,323.61290322580646,267.61984
2017-01-31,332.1290322580645,181.23233
2017-02-28,416.3571428571428,181.28442
2017-03-31,448.4193548387097,213.69896
2017-04-30,483.5,316.99826
2017-05-31,529.5483870967741,414.1654
2017-06-30,557.1,921.4887
2017-07-31,639.7741935483871,672.26117
2017-08-31,578.0967741935484,624.42163
2017-09-30,506.6333333333334,1189.4813
2017-10-31,497.1612903225807,1579.4927
2017-11-30,487.8999999999999,770.3991
2017-12-31,514.3548387096774,368.9744
2018-01-31,471.8387096774193,219.42378
2018-02-28,426.75,190.44029
2018-03-31,481.8064516129031,227.23984
2018-04-30,670.4666666666667,406.21204
2018-05-31,884.1290322580644,815.3581
2018-06-30,1016.3000000000001,1086.4019
2018-07-31,1247.9354838709678,2310.5645
2018-08-31,1214.9032258064517,1389.3776
