date,flow_{t+1},CER-CNN
2012-05-31,840.8064516129032,937.31616
2012-06-30,831.6666666666666,1189.3885
2012-07-31,1009.6129032258062,2214.0984
2012-08-31,1457.7096774193549,2171.4
2012-09-30,916.2666666666668,1554.7023
2012-10-31,808.741935483871,1133.1
2012-11-30,704.9666666666666,558.9148
2012-12-31,572.7741935483871,290.51974
2013-01-31,642.4516129032259,218.1821
2013-02-28,519.1071428571429,228.14256
2013-03-31,614.5483870967741,308.06998
2013-04-30,755.1333333333333,360.29178
2013-05-31,827.5483870967741,759.19904
2013-06-30,782.6,1160.1349
2013-07-31,707.4516129032259,1909.9948
2013-08-31,781.741935483871,1160.0349
2013-09-30,656.4333333333333,944.6826
2013-10-31,575.483870967742,794.534
2013-11-30,662.7333333333333,417.12305
2013-12-31,561.9354838709677,239.69977
2014-01-31,555.483870967742,191.735
2014-02-28,457.6071428571428,200.14403
2014-03-31,526.2258064516129,258.3715
2014-04-30,453.66666666666674,390.13153
2014-05-31,600.0322580645161,683.9649
2014-06-30,650.8333333333334,1147.289
2014-07-31,686.1612903225806,1438.2703
2014-08-31,729.0967741935484,1418.9653
2014-09-30,722.7666666666667,1759.4379
2014-10-31,566.9032258064516,1135.4636
2014-11-30,613.7333333333333,502.41907
2014-12-31,520.258064516129,260.5205
2015-01-31,462.87096774193554,203.63551
2015-02-28,450.7142857142857,206.02846
2015-03-31,565.0,265.88184
2015-04-30,544.1666666666666,347.06833
2015-05-31,574.2258064516129,543.40155
2015-06-30,551.3,906.38885
2015-07-31,748.1612903225806,1346.3147
2015-08-31,659.8064516129032,664.61694
2015-09-30,574.3333333333334,835.51965
2015-10-31,530.6129032258065,911.75165
2015-11-30,551.6333333333333,460.4095
2015-12-31,447.61290322580646,262.26016
2016-01-31,466.741935483871,204.12326
2016-02-29,437.86206896551727,190.2895
2016-03-31,522.4516129032259,230.55095
2016-04-30,461.23333333333335,310.4368
2016-05-31,531.1935483870968,582.25824
2016-06-30,482.3333333333333,570.71924
2016-07-31,639.0645161290323,656.6556
2016-08-31,447.41935483870964,638.62134
2016-09-30,300.43333333333334,937.12335
2016-10-31,336.38709677419354,975.7331
2016-11-30,349.33333333333326,522.2669
2016-12-31,274.96774193548384,270.9869
2017-01-31,308.93548387096774,213.99063
2017-02-28,380.6071428571427,217.49074
2017-03-31,425.258064516129,264.91943
2017-04-30,447.1000000000001,366.0041
2017-05-31,497.87096774193554,725.8309
2017-06-30,501.1,1134.8678
2017-07-31,588.258064516129,955.7517
2017-08-31,487.7741935483871,686.8982
2017-09-30,408.2333333333333,1320.3608
2017-10-31,395.3870967741936,1581.8553
2017-11-30,438.1333333333333,781.8836
2017-12-31,465.67741935483866,350.34607
2018-01-31,438.9354838709677,222.46632
2018-02-28,405.3571428571428,209.07959
2018-03-31,447.7096774193548,259.71774
