date,flow,R-MLR
2010-09-30,880.3,752.4753229012375
2010-10-31,568.5483870967741,678.2519389407622
2010-11-30,539.6333333333333,477.2416118958172
2010-12-31,595.2258064516129,251.33059400716874
2011-01-31,558.2580645,225.60802487513612
2011-02-28,340.2142857142857,203.86712285615772
2011-03-31,583.5806451612904,263.9919622327807
2011-04-30,819.2666666666667,437.6126399959875
2011-05-31,845.2580645,515.9865093125253
2011-06-30,728.5,1246.4430551747882
2011-07-31,696.5483870967741,1663.6729001841109
2011-08-31,659.8709677419355,967.4309253523846
2011-09-30,648.3333333333334,1058.7304967057426
2011-10-31,578.0967741935484,1133.5947236018476
2011-11-30,564.0333333333333,664.9197403284601
2011-12-31,580.2580645,377.9109568732205
2012-01-31,511.35483870967744,286.9823413792865
2012-02-29,468.7241379310345,286.8019570951286
2012-03-31,459.1290322580645,351.85519384051395
2012-04-30,605.6333333333333,580.0497005951149
2012-05-31,856.0645161290323,890.9629251310424
2012-06-30,852.9666666666667,1148.455171571908
2012-07-31,1100.741935483871,2703.7376611379955
2012-08-31,1644.1935483870968,2391.5349762064598
2012-09-30,956.6333333333332,1141.569164291312
2012-10-31,862.483871,964.3655414495241
2012-11-30,718.1600000000001,529.7129873739583
2012-12-31,558.4516129032259,292.7132764708793
2013-01-31,614.9451612964754,293.0797897616207
2013-02-28,510.9642857142857,314.4982076838752
2013-03-31,616.483871,378.3441089440968
2013-04-30,789.9,363.7257818751929
2013-05-31,878.8064516129032,726.7982902689637
2013-06-30,846.6666666666666,956.9553090985343
2013-07-31,744.483871,1680.1326788774063
2013-08-31,847.4516129032259,1273.969313955803
2013-09-30,746.2333333333333,797.647530661947
2013-10-31,619.2258064516129,676.0528591963139
2013-11-30,716.3,410.929361783678
2013-12-31,571.6774193548387,230.93912728592002
2014-01-31,597.5806451612904,199.75217818283392
2014-02-28,501.9285714285714,200.80530890460705
2014-03-31,561.1290322580645,265.9911256368246
2014-04-30,497.95333334604896,392.1994219804571
2014-05-31,677.6129032258065,487.13191753081674
2014-06-30,722.2,1027.399163579031
2014-07-31,817.5483870967741,1027.9722570881904
2014-08-31,840.483871,1121.9995758583932
2014-09-30,828.6666666666666,1560.9958677524119
2014-10-31,645.2258064516129,1091.3457369963849
2014-11-30,698.6,502.65097876121627
2014-12-31,562.0,317.16970878035085
2015-01-31,510.7419355,273.15479450131556
2015-02-28,490.6785714285714,258.3526554638733
2015-03-31,625.5483870967741,303.442120072582
2015-04-30,597.6666666666666,336.8014934080627
2015-05-31,638.7741935483871,388.7397586784449
2015-06-30,606.7829999999999,831.1823861184494
2015-07-31,807.6451612903226,1356.5014433193492
2015-08-31,746.8387096774194,536.0781015231673
2015-09-30,637.1666666666666,726.377355307779
2015-10-31,584.9677419354839,764.5491592153277
2015-11-30,574.1333333333333,402.7005830833659
2015-12-31,476.8387096774193,253.66295131188667
2016-01-31,468.3225806451613,183.62559339021232
2016-02-29,452.6551724137931,185.93382286074362
2016-03-31,513.483871,245.53302013544118
2016-04-30,470.53333333333336,359.93847787086514
2016-05-31,565.483871,534.3121738495951
2016-06-30,552.5666666666667,682.1691885663529
2016-07-31,704.8064516129032,771.9793831670385
2016-08-31,510.483871,607.54819321774
2016-09-30,406.9333333333333,703.6879613182152
2016-10-31,427.0967741935484,835.1529467681478
2016-11-30,372.3333333333333,449.28442233659763
2016-12-31,323.61290322580646,271.68874133835
2017-01-31,332.1290322580645,196.85339124697003
2017-02-28,416.3571428571428,209.65874683680187
2017-03-31,448.4193548387097,245.86621403611517
2017-04-30,483.5,358.11368594150713
2017-05-31,529.5483870967741,451.4801701420393
2017-06-30,557.1,1004.6753395530645
2017-07-31,639.7741935483871,665.5905706818309
2017-08-31,578.0967741935484,643.6997314408687
2017-09-30,506.6333333333333,1276.1906066269632
2017-10-31,497.1612903225807,1630.5201070670482
2017-11-30,487.9,743.9022438368957
2017-12-31,514.3548387096774,364.5832008462607
2018-01-31,471.8387096774193,235.37060616488424
2018-02-28,426.75,224.11936212605335
2018-03-31,481.8064516129032,270.02277183498006
2018-04-30,670.4666666666667,468.11765224902746
2018-05-31,884.1290322580645,899.6259665485663
2018-06-30,1016.3,1138.9869115610882
2018-07-31,1247.9354838709678,2412.192998048248
2018-08-31,1214.9032258064517,1382.2906510649202
2018-09-30,1999.0666666666664,2208.555992419655
2018-10-31,1327.225806451613,1486.4137450255444
2018-11-30,735.7,756.7446474152069
2018-12-31,668.8064516129032,398.36906237460397
2019-01-31,471.8387096774193,314.0043667239478
2019-02-28,426.75,320.2529423398019
2019-03-31,481.8064516129032,349.12300385498713
2019-04-30,670.4666666666667,624.2922973729438
2019-05-31,884.1290322580645,893.3286018258277
2019-06-30,1016.3,1785.892865536676
2019-07-31,1247.9354838709678,2297.907490117066
2019-08-31,1214.9032258064517,1587.5380938801022
2019-09-30,1999.0666666666664,1858.7468225653813
2019-10-31,1327.225806451613,1453.560826419088
2019-11-30,735.7,786.0790384305459
2019-12-31,668.8064516129032,376.41158432018756
