YQ,natural_flow,VIF_MLR,VIF_LSTM,VIF_LSTM_MLR,VIF_XGB,VIF_BILSTM,VIF_CNN,CER-XGB,CER-LSTM,CER-BILSTM,CER-CNN,CER-MLR,CER-BiLSTM
2009-1,590,479.1679895976277,471.14379333333335,486.7480933333333,477.1521166666666,488.31978,476.34093,477.15211666666664,471.14379333333335,488.31978,476.34093,479.16798959762764,488.31978
2009-2,1330,1478.6117953547916,1451.5261666666663,1440.5551666666668,1493.8247,1470.7885333333334,1638.8704,1493.8247,1451.5261666666665,1470.7885333333334,1638.8704,1478.6117953547916,1470.7885333333334
2009-3,943,1200.5906199413266,1203.73312,1208.3948333333333,1210.40835,1207.4230833333334,1168.1424333333334,1210.40835,1203.73312,1207.4230833333334,1168.1424333333334,1200.5906199413266,1207.4230833333334
2009-4,290,253.62736362255905,233.85084333333336,256.59725,249.46747,251.5745533333333,225.51326666666668,249.46747000000002,233.85084333333336,251.5745533333333,225.51326666666668,253.62736362255905,251.57455333333334
2010-1,495,340.7481039557542,353.17055,357.3830966666667,350.6104533333334,351.34297999999995,477.3281466666666,350.6104533333334,353.17055,351.34297999999995,477.32814666666667,340.7481039557542,351.34297999999995
2010-2,1130,1394.1524685481572,1405.2021333333332,1397.740366666667,1466.31442,1426.8820333333333,1785.2034,1466.31442,1405.2021333333332,1426.8820333333333,1785.2034,1394.1524685481572,1426.8820333333333
2010-3,801,619.5230285942733,606.0671,613.8184433333333,650.8382733333333,619.7041866666667,648.1401866666666,650.8382733333333,606.0671,619.7041866666667,648.1401866666666,619.5230285942733,619.7041866666667
2010-4,247,247.8947300457826,226.3680433333333,240.0743189489852,227.5723933333333,239.14622333333327,221.57973666666663,227.57239333333334,226.3680433333333,239.14622333333327,221.57973666666666,247.8947300457826,239.14622333333332
2011-1,490,377.7820545951368,357.5856866666666,363.09797333333336,366.79745,373.43381,369.7244933333333,366.79745,357.5856866666666,373.43381,369.7244933333333,377.78205459513674,373.43381
2011-2,1120,1238.9969636379983,1229.6242333333332,1216.4844666666663,1164.6090666666666,1248.9840333333334,1148.057816666667,1164.6090666666666,1229.6242333333332,1248.9840333333334,1148.0578166666667,1238.9969636379983,1248.9840333333334
2011-3,795,921.1960544947524,905.2794566666666,901.9753666666666,915.4018533333334,911.0937766666666,962.23002,915.4018533333334,905.2794566666666,911.0937766666666,962.23002,921.1960544947525,911.0937766666666
2011-4,241,264.91683710559863,248.45856666666668,260.1371466666667,248.28375000000003,258.97577666666666,237.97736666666663,248.28375000000003,248.45856666666668,258.97577666666666,237.97736666666665,264.91683710559863,258.97577666666666
2012-1,642,549.8107170615782,535.0754066666667,544.9937566666666,534.5910366666667,544.1756866666666,528.2465933333333,534.5910366666667,535.0754066666667,544.1756866666666,528.2465933333333,549.8107170615782,544.1756866666666
2012-2,1460,1991.7076843477623,1952.3020000000004,1938.498833333333,2028.6770666666669,1957.8996,1858.2956333333327,2028.6770666666669,1952.3020000000004,1957.8996,1858.2956333333332,1991.7076843477623,1957.8996
2012-3,1030,853.4810271527052,858.3662,855.4609999999999,862.6127,848.9314,1082.2390333333333,862.6127,858.3662,848.9314,1082.2390333333333,853.4810271527052,848.9314
2012-4,320,255.4473133906978,227.18656,248.36140727034456,247.83966333333333,246.30562333333333,228.67481,247.83966333333333,227.18656,246.30562333333333,228.67480999999998,255.4473133906978,246.30562333333333
2013-1,442,460.3583752675782,429.77628,440.8843866666666,447.9228,452.33302333333336,475.8536,447.9228,429.77628000000004,452.33302333333336,475.8536,460.3583752675782,452.33302333333336
2013-2,990,1261.3726466113258,1246.2443,1239.7028666666668,1228.312766666667,1274.6132333333333,1410.0548666666666,1228.3127666666667,1246.2443,1274.6132333333333,1410.0548666666666,1261.3726466113258,1274.6132333333333
2013-3,700,606.6154190217666,607.5511133333333,591.9797199999999,665.67462,602.8790266666666,718.7798833333333,665.67462,607.5511133333333,602.8790266666666,718.7798833333333,606.6154190217666,602.8790266666666
2013-4,221,216.9723659767685,204.97903,202.1445681748576,208.1641066666667,213.10818333333336,217.46651,208.1641066666667,204.97903,213.10818333333336,217.46651,216.9723659767685,213.10818333333336
2014-1,472,344.5360201059959,347.27415666666667,345.53829,343.65906,350.3598266666667,444.1559766666667,343.65906,347.27415666666667,350.3598266666667,444.1559766666667,344.5360201059959,350.3598266666667
2014-2,1070,1029.7693205204257,985.8356166666666,995.3861333333334,975.95795,1022.38006,1334.8415333333332,975.95795,985.8356166666666,1022.38006,1334.8415333333332,1029.7693205204255,1022.3800600000001
2014-3,760,1023.7557281230842,1024.6986233333334,1031.3066166666663,992.5639333333334,1036.8063,1132.44019,992.5639333333334,1024.6986233333334,1036.8063,1132.44019,1023.7557281230842,1036.8063
2014-4,230,241.61135401450903,216.57756333333336,240.023180657822,226.06456666666668,236.12666,223.97471,226.06456666666668,216.57756333333336,236.12666,223.97471,241.61135401450906,236.12666000000002
2015-1,355,319.03501907470013,310.5431766666667,311.8132933333333,307.7313733333333,318.9984866666667,385.45057333333335,307.73137333333335,310.5431766666667,318.9984866666667,385.45057333333335,319.03501907470013,318.9984866666667
2015-2,795,877.3509926150253,874.0901,872.4561333333335,811.0301,884.3507566666667,972.4401633333332,811.0301,874.0901,884.3507566666667,972.4401633333333,877.3509926150253,884.3507566666667
2015-3,570,618.2477686793044,610.84772,603.4326866666667,575.1699933333333,618.0699733333333,735.8936,575.1699933333333,610.84772,618.0699733333333,735.8936,618.2477686793044,618.0699733333333
2015-4,178,194.79407496724232,179.62914,193.40607817813336,177.94589666666664,193.66592333333327,221.79988666666668,177.94589666666664,179.62914,193.66592333333327,221.79988666666668,194.79407496724232,193.66592333333332
