date,flow_{t+1},R-CNN
2006-01-31,433.4516129032258,243.59134
2006-02-28,454.82142857142856,229.18152
2006-03-31,648.0,273.83423
2006-04-30,924.2333333333332,336.01648
2006-05-31,948.6129032258065,416.48062
2006-06-30,775.5666666666667,691.2941
2006-07-31,900.5161290000001,853.46716
2006-08-31,651.7419355,700.25165
2006-09-30,531.6333333333333,770.4445
2006-10-31,512.2903225806451,672.6152
2006-11-30,506.0666666666666,396.65585
2006-12-31,488.93548387096774,243.03578
2007-01-31,495.51612903225805,202.71169
2007-02-28,481.4285714285714,205.46082
2007-03-31,568.4258064516129,231.88249
2007-04-30,571.6733333333333,308.41763
2007-05-31,664.7419355,351.99506
2007-06-30,819.9333333333333,1253.5068
2007-07-31,673.7096774193549,1440.7084
2007-08-31,824.6774193548387,969.8904
2007-09-30,821.2666666666667,1144.1763
2007-10-31,533.6451612903226,883.81476
2007-11-30,466.73333333333335,439.74234
2007-12-31,498.74193549999995,267.9764
2008-01-31,493.3548387096775,210.42874
2008-02-29,522.1379310344828,207.21931
2008-03-31,438.5806451612903,241.58917
2008-04-30,707.9333333333333,320.7859
2008-05-31,782.2580645161291,474.98267
2008-06-30,926.2333333333332,534.65875
2008-07-31,805.0967741935484,922.1079
2008-08-31,782.6129032258066,1148.696
2008-09-30,661.9666666666667,1036.0898
2008-10-31,525.7419355,1166.2506
2008-11-30,449.83000000000004,651.96027
2008-12-31,509.09677419354836,286.03152
2009-01-31,460.21290322580643,221.9702
2009-02-28,564.4642857142857,215.70209
2009-03-31,573.516129,251.52962
2009-04-30,918.9666666666668,364.02985
2009-05-31,936.0967741935484,774.7246
2009-06-30,851.8,1153.6447
2009-07-31,618.0645161290323,1715.0073
2009-08-31,665.9677419354839,1610.2483
2009-09-30,635.3666666666667,1616.6917
2009-10-31,602.8709677419355,1312.8844
2009-11-30,666.1333333333334,740.031
2009-12-31,545.7096774193549,305.8931
2010-01-31,506.38709677419365,255.77046
2010-02-28,444.3214285714286,245.5576
2010-03-31,500.7419355,267.2729
2010-04-30,838.0,301.23117
2010-05-31,906.2903225806452,405.3612
2010-06-30,910.2,1049.0452
2010-07-31,1045.6129032258063,2117.0042
2010-08-31,1101.8064516129032,984.4395
2010-09-30,880.3,806.47565
2010-10-31,568.5483870967741,668.13635
2010-11-30,539.6333333333333,386.7232
2010-12-31,595.2258064516129,262.76614
2011-01-31,558.2580645,214.32784
2011-02-28,340.2142857142857,205.04301
2011-03-31,583.5806451612904,196.90065
2011-04-30,819.2666666666667,290.58984
2011-05-31,845.2580645,506.97217
2011-06-30,728.5,1190.4584
2011-07-31,696.5483870967741,1548.8407
2011-08-31,659.8709677419355,989.8345
2011-09-30,648.3333333333334,1049.1146
2011-10-31,578.0967741935484,1080.699
2011-11-30,564.0333333333333,623.59863
2011-12-31,580.2580645,298.4651
2012-01-31,511.35483870967744,232.78769
2012-02-29,468.7241379310345,221.8852
2012-03-31,459.1290322580645,254.59105
2012-04-30,605.6333333333333,460.7057
2012-05-31,856.0645161290323,858.0184
2012-06-30,852.9666666666667,1128.4644
2012-07-31,1100.741935483871,2515.3743
2012-08-31,1644.1935483870968,2272.05
2012-09-30,956.6333333333333,1122.7332
2012-10-31,862.483871,999.6974
2012-11-30,718.1600000000001,529.5448
2012-12-31,558.4516129032259,294.745
2013-01-31,614.9451612964754,262.49817
2013-02-28,510.9642857142858,264.28976
2013-03-31,616.483871,287.37195
2013-04-30,789.9,317.33813
2013-05-31,878.8064516129032,639.34595
2013-06-30,846.6666666666666,873.4872
2013-07-31,744.483871,1651.1189
2013-08-31,847.4516129032259,1205.2457
2013-09-30,746.2333333333333,808.5795
2013-10-31,619.2258064516129,657.9248
2013-11-30,716.3,343.85864
2013-12-31,571.6774193548387,236.20233
2014-01-31,597.5806451612904,220.76855
2014-02-28,501.9285714285714,228.32367
2014-03-31,561.1290322580645,247.5674
2014-04-30,497.953333346049,330.42963
2014-05-31,677.6129032258065,448.51587
2014-06-30,722.2,977.7658
2014-07-31,817.5483870967741,1018.3379
2014-08-31,840.483871,1126.8835
2014-09-30,828.6666666666666,1514.9146
2014-10-31,645.2258064516129,1084.164
2014-11-30,698.6,446.9326
2014-12-31,562.0,276.99036
2015-01-31,510.7419355,227.72278
2015-02-28,490.6785714285714,233.80734
2015-03-31,625.5483870967741,253.71997
2015-04-30,597.6666666666666,306.19586
2015-05-31,638.7741935483871,390.96164
2015-06-30,606.7829999999999,825.6789
2015-07-31,807.6451612903226,1334.558
2015-08-31,746.8387096774194,565.7991
2015-09-30,637.1666666666666,709.9348
2015-10-31,584.9677419354839,706.2823
2015-11-30,574.1333333333333,343.52844
2015-12-31,476.83870967741933,245.46104
2016-01-31,468.32258064516134,192.30809
2016-02-29,452.655172413793,195.96735
2016-03-31,513.483871,203.07645
2016-04-30,470.5333333333334,290.9526
2016-05-31,565.483871,528.6495
2016-06-30,552.5666666666667,677.1983
2016-07-31,704.8064516129032,734.41
2016-08-31,510.48387099999997,631.9237
2016-09-30,406.93333333333334,655.4253
2016-10-31,427.0967741935484,813.69507
2016-11-30,372.3333333333333,402.5492
2016-12-31,323.61290322580646,239.55742
2017-01-31,332.1290322580645,190.65305
2017-02-28,416.3571428571428,195.39069
2017-03-31,448.4193548387097,226.3617
2017-04-30,483.5,303.07773
2017-05-31,529.5483870967741,410.0288
2017-06-30,557.1,980.31757
2017-07-31,639.7741935483871,685.8869
2017-08-31,578.0967741935484,629.13336
2017-09-30,506.6333333333334,1221.9703
2017-10-31,497.1612903225807,1530.6738
2017-11-30,487.8999999999999,780.2281
2017-12-31,514.3548387096774,320.7355
2018-01-31,471.8387096774193,230.98557
2018-02-28,426.75,217.33376
2018-03-31,481.8064516129031,244.4242
2018-04-30,670.4666666666667,337.2621
2018-05-31,884.1290322580644,831.09674
2018-06-30,1016.3000000000001,1119.6282
2018-07-31,1247.9354838709678,2260.995
2018-08-31,1214.9032258064517,1415.9705
