index,CER-XGB,CER-LSTM,CER-BiLSTM,CER-CNN,CER-MLR,E_XGB,E_LSTM,E_BiLSTM,E_CNN,E_MLR,R_XGB,R_LSTM,R_BiLSTM,R_CNN,R_MLR
H5_MAHE,0.0039459620124735,0.0352111449631156,0.0306117502133951,0.0511480548041895,0.0360216206760477,0.0055797164772086,0.1985812775345815,0.2112830037077515,0.140711163449898,0.3619790993733635,0.0099305558768702,0.0343730623030471,0.0437476246626175,0.0644798158292828,0.0424008723925075
H5_RMSHE,0.0113226574168875,0.0489210623265467,0.0504265693181294,0.0683787550888033,0.0788291677499859,0.0151836535889397,0.2519272098910666,0.2597602082158693,0.2086023080556645,0.8048117186323743,0.0221427748725245,0.0762006126607374,0.0636091481895549,0.0901815041200848,0.0820589933667026
H6_MHE,0.0008629488737929,-0.0046953887269119,0.0040854875160978,0.0363530296360198,0.0033289152866124,0.001537384879287,-0.012689369847,-0.0460566235882751,0.1047879426392448,-0.0481647394624103,0.0016516592544768,0.0089888976159646,-0.0272112031797222,-0.056258887789674,0.0076994498941685
H6_MAHE,0.003942724787019,0.0351376332217333,0.030471360326122,0.0510015743621999,0.0352697646549877,0.0055738277752549,0.1927845549536712,0.2053200967713035,0.1366231714037585,0.3197147444136632,0.0099120679941547,0.0336782323769431,0.0435364110910829,0.0641178877980294,0.041666430181743
H6_RMSHE,0.0112852085249624,0.0485895906801765,0.0494000105681206,0.0680499938986557,0.0714707328947468,0.0151340812346504,0.2414685564844071,0.2498917132434333,0.1990604551077996,0.7194152671081017,0.0219564878617616,0.0694418866139891,0.0622834907438606,0.0892498117038587,0.0755621217322958
H7_MHE,0.0010654305006619,-0.0049934091407714,0.008126217081173,0.0430455108766211,0.0118861973709218,0.0019130153980389,0.0321247814227849,-0.0298561502132965,0.1549306972846539,-0.074952061323084,0.0024167258532049,0.022755872668526,-0.0428015245319438,-0.0783706054890727,0.0207779974042742
H7_MAHE,0.0045234811863016,0.0491517962917057,0.0470439740018982,0.0589614738322994,0.0749663670130316,0.006480412869476,0.3709842662099743,0.3999351648669111,0.1914183138683309,0.4365437533270256,0.0126792784400879,0.0680057538030084,0.0713273247780593,0.0903383037594122,0.0839186629037649
H7_RMSHE,0.0125568137031518,0.0667046365087064,0.0718637087922589,0.0803712782066453,0.1299296952952487,0.0175325652311533,0.4757664096969912,0.4946681180209477,0.2992229816857161,0.5743347437929099,0.0268837850617986,0.1195776177986214,0.0976981960587019,0.12257066196356,0.1333771689748046
H8_MHE,0.0008675612787341,-0.0031179829044605,0.0044569091554124,0.0306730486738364,0.0047973813919319,0.0014549493114126,0.0090221935174948,-0.0085343966932233,0.0621632933466947,0.0209640677452699,0.001732524885871,0.0098269301743471,-0.0213498729042894,-0.0488724644720728,0.0088832422746795
H8_MAHE,0.0036833910047435,0.0306913485838234,0.0258017619196778,0.042014326695365,0.0302571329506005,0.0049286964714341,0.1041903382202704,0.1143216832766275,0.0768033256512386,0.1221011491474963,0.0090896389440317,0.0293677066931529,0.0355788569511821,0.0563356058486085,0.0358778471012783
H8_RMSHE,0.0102247920876719,0.041651687338056,0.0394144062924638,0.057270365206649,0.0524408507630624,0.013334442439153,0.1336182357451161,0.1414011491944079,0.12005810541488,0.1606412454146684,0.0192726976393311,0.0516385777701724,0.048732938642756,0.0764359326401755,0.0570229018158571
H10_MHE,0.0008599586565919,-0.00471067256945,0.0040325900827448,0.0362711638217677,0.0031060522445066,0.0015324312174262,-0.0130052513239906,-0.0464395430046445,0.1056422788993934,,0.0016413029190707,0.0087795708221071,-0.0272234390173842,-0.0561844255882626,0.0074602817637758
H10_MAHE,0.0039362500958133,0.0350557587428294,0.0304131832286933,0.0508932427524852,0.0353709237096097,0.0055639252625583,0.1942712424331531,0.2067565298918714,0.1374579142905557,,0.0098924629016418,0.0337709027261185,0.0434766854644416,0.0640185139965338,0.0417395430270003
H10_RMSHE,0.011288661674134,0.0485173919995581,0.049480366173124,0.0679094519433578,0.073204805914684,0.0151319775519783,0.2444077030886966,0.2524804661314607,0.2012518294219903,,0.0219844618921023,0.0710401856985347,0.0624471856731888,0.0891903250947388,0.077060422667778
G_MEAN_DIFF,1.0009038208978034,0.9963192716268552,1.0047154209967857,1.039999957990143,1.003142670427179,1.0016378634670975,0.9943406219240344,0.9547467742927918,1.1287800884650447,,1.0018086866080198,1.0081404800055045,0.974220648975526,0.941785564729747,1.0087291156405611
MEAN_VAR,0.000126694353502,0.0023317468903822,0.0024320448538509,0.0032960963382617,0.0053492960484609,0.0002266283991974,0.0595659887670923,0.0615897546234794,0.0293420077546406,,0.0004806226894131,0.0049696271202618,0.0031585353665684,0.0047982244118221,0.0058826529377416
PPMAE,46.30613545936343,36.34703100004815,23.995269544472983,39.78816768418472,45.46222521899801,45.47856160585722,629.3038497834588,507.7801001577136,59.83498012142008,546.9062286189762,98.0124125172318,33.35674744989223,52.16393213161377,25.31242399353309,55.88831282532271
LPMAE,0.504093927237017,8.493553127505708,9.693010210367184,22.90710132796393,10.561860474085536,0.8652117800902969,27.4859982090122,24.49286286379482,103.2058425952416,83.68840681472524,2.238490708760193,11.425677245605955,14.320207814172118,8.678476219912591,15.695886425261914
